segment,exposure_at_risk,rm_note,default,loan_vintage_month,borrower_id,pd_score,split,band
SME,63096.67,Standard KYC refresh completed this month.,0,4,5868,0.9485094850948509,train,Watch
Consumer Durable,50986.67,"RM flags declining GST turnover, down 30% over two quarters.",0,4,5869,8.99581589958159,train,Watch
Credit Card,53636.17,Standard KYC refresh completed this month.,0,6,5870,1.1142061281337048,train,Watch
Credit Card,18786.0,"Routine review call completed, no material change flagged.",0,6,5871,8.99581589958159,train,Watch
Consumer Durable,79587.5,Borrower reports steady GST turnover growth of 19% this quarter.,0,3,5872,1.1142061281337048,train,Watch
Credit Card,6835.17,Client mentioned cash flow stress and requested a payment holiday.,0,6,5873,60.83333333333333,train,Elevated
Credit Card,33887.33,Client mentioned cash flow stress and requested a payment holiday.,0,2,5874,43.34975369458128,train,Elevated
Agri,42730.0,"Routine review call completed, no material change flagged.",0,1,5875,2.922374429223744,train,Watch
Retail Personal,40499.0,"Routine review call completed, no material change flagged.",0,2,5876,2.6530612244897958,train,Watch
Retail Personal,33341.0,Borrower reports steady GST turnover growth of 5% this quarter.,0,9,5877,2.922374429223744,train,Watch
Retail Personal,46529.17,"RM flags declining GST turnover, down 22% over two quarters.",0,5,5878,31.38093202223172,train,Elevated
Consumer Durable,19853.33,Client mentioned cash flow stress and requested a payment holiday.,0,3,5879,19.600499375780274,train,Watch
Agri,44421.83,Standard KYC refresh completed this month.,1,1,5880,31.38093202223172,train,Elevated
SME,265636.0,"Routine review call completed, no material change flagged.",0,2,5881,0.1779359430604982,train,Watch
Retail Personal,99615.83,Standard KYC refresh completed this month.,0,2,5882,0.5107252298263534,train,Watch
Retail Personal,98891.17,RM notes irregular business income and rising informal borrowing.,0,4,5883,40.44526901669759,train,Elevated
SME,137005.5,Borrower reports 1 consecutive late payments this quarter.,0,2,5884,0.9485094850948509,train,Watch
SME,115876.0,"Routine review call completed, no material change flagged.",0,8,5885,7.322654462242566,train,Watch
Credit Card,47204.67,Standard KYC refresh completed this month.,0,3,5886,2.6530612244897958,train,Watch
SME,110483.5,Standard KYC refresh completed this month.,0,9,5887,0.5107252298263534,train,Watch
Retail Personal,27000.0,Repeated bounced auto-debit on the linked account this cycle.,0,7,5888,31.38093202223172,train,Elevated
Retail Personal,58991.67,RM notes irregular business income and rising informal borrowing.,0,2,5889,19.600499375780274,train,Watch
Retail Personal,31122.33,Standard KYC refresh completed this month.,1,6,5890,31.38093202223172,train,Elevated
Consumer Durable,59314.5,Borrower confirmed employment status unchanged.,0,3,5891,2.6530612244897958,train,Watch
Consumer Durable,134219.33,Client mentioned cash flow stress and requested a payment holiday.,0,5,5892,77.57575757575758,train,High
SME,79233.67,"RM flags declining GST turnover, down 44% over two quarters.",0,5,5893,31.38093202223172,train,Elevated
Credit Card,52721.5,Borrower reports 1 consecutive late payments this quarter.,1,9,5894,68.6046511627907,train,High
SME,217744.0,Standard KYC refresh completed this month.,0,8,5895,0.0,train,Watch
Consumer Durable,71532.83,Standard KYC refresh completed this month.,0,9,5896,0.0,train,Watch
Credit Card,25673.33,"Routine review call completed, no material change flagged.",0,9,5897,8.99581589958159,train,Watch
Consumer Durable,398482.5,RM notes irregular business income and rising informal borrowing.,1,5,5898,96.7948717948718,train,High
Credit Card,75000.0,"RM flags declining GST turnover, down 35% over two quarters.",0,8,5899,19.600499375780274,train,Watch
SME,60346.67,Borrower confirmed employment status unchanged.,0,6,5900,22.905027932960895,train,Watch
Credit Card,18752.67,Standard KYC refresh completed this month.,0,7,5901,31.38093202223172,train,Elevated
Credit Card,42641.67,Client mentioned cash flow stress and requested a payment holiday.,1,3,5902,96.7948717948718,train,High
Retail Personal,60642.17,"Routine review call completed, no material change flagged.",0,4,5903,0.1779359430604982,train,Watch
Retail Personal,192332.17,Standard KYC refresh completed this month.,0,2,5904,4.25531914893617,train,Watch
Consumer Durable,112686.83,Borrower confirmed employment status unchanged.,0,2,5905,4.29769392033543,train,Watch
SME,61653.67,"Routine review call completed, no material change flagged.",0,5,5906,0.9950248756218906,train,Watch
Credit Card,37051.0,"Routine review call completed, no material change flagged.",0,3,5907,29.166666666666668,train,Watch
Retail Personal,131852.33,Standard KYC refresh completed this month.,0,6,5908,0.0,train,Watch
Retail Personal,47953.33,"RM flags declining GST turnover, down 17% over two quarters.",0,9,5909,31.38093202223172,train,Elevated
Consumer Durable,36066.67,Client mentioned cash flow stress and requested a payment holiday.,1,2,5910,40.9967845659164,train,Elevated
SME,136488.17,"Routine review call completed, no material change flagged.",0,3,5911,0.0,train,Watch
Retail Personal,60000.0,Repeated bounced auto-debit on the linked account this cycle.,0,2,5912,31.38093202223172,train,Elevated
SME,226048.17,Borrower confirmed employment status unchanged.,0,2,5913,1.1142061281337048,train,Watch
Retail Personal,73713.17,Standard KYC refresh completed this month.,0,5,5914,0.1779359430604982,train,Watch
Credit Card,49908.5,Borrower reports 6 consecutive late payments this quarter.,1,9,5915,96.5909090909091,train,High
SME,372848.5,"Routine review call completed, no material change flagged.",0,3,5916,0.0,train,Watch
Agri,155383.17,Borrower confirmed employment status unchanged.,0,2,5917,13.0859375,train,Watch
Agri,294165.17,Standard KYC refresh completed this month.,0,8,5918,22.905027932960895,train,Watch
Retail Personal,17400.0,Borrower reports 6 consecutive late payments this quarter.,1,8,5919,99.12280701754386,train,High
Retail Personal,54415.0,RM notes irregular business income and rising informal borrowing.,0,4,5920,32.454923717059636,train,Elevated
Consumer Durable,81070.0,Borrower confirmed employment status unchanged.,1,6,5921,26.948051948051948,train,Watch
SME,147661.67,"Routine review call completed, no material change flagged.",0,7,5922,2.6530612244897958,train,Watch
Retail Personal,159643.33,Borrower confirmed employment status unchanged.,0,7,5923,4.29769392033543,train,Watch
Retail Personal,19382.67,"RM flags declining GST turnover, down 34% over two quarters.",1,4,5924,31.38093202223172,train,Elevated
Credit Card,239938.33,Standard KYC refresh completed this month.,0,8,5925,22.905027932960895,train,Watch
SME,77808.0,Borrower confirmed employment status unchanged.,0,6,5926,0.0,train,Watch
Consumer Durable,44969.5,Borrower confirmed employment status unchanged.,0,7,5927,31.38093202223172,train,Elevated
SME,145213.33,"Routine review call completed, no material change flagged.",0,4,5928,0.0,train,Watch
Agri,191414.67,Borrower confirmed employment status unchanged.,0,5,5929,2.922374429223744,train,Watch
Retail Personal,102555.17,Borrower confirmed employment status unchanged.,0,2,5930,8.99581589958159,train,Watch
Credit Card,33831.83,Borrower confirmed employment status unchanged.,0,2,5931,1.1142061281337048,train,Watch
SME,197911.17,Borrower confirmed employment status unchanged.,0,3,5932,13.0859375,train,Watch
Retail Personal,92984.83,"Routine review call completed, no material change flagged.",0,4,5933,2.6530612244897958,train,Watch
Consumer Durable,66618.0,Standard KYC refresh completed this month.,0,5,5934,0.9485094850948509,train,Watch
Credit Card,68517.83,Repeated bounced auto-debit on the linked account this cycle.,1,4,5935,99.12280701754386,train,High
Retail Personal,52113.83,Standard KYC refresh completed this month.,0,4,5936,4.29769392033543,train,Watch
Consumer Durable,44262.5,"Business expansion noted, turnover trending up.",0,2,5937,8.99581589958159,train,Watch
Retail Personal,53290.83,"Routine review call completed, no material change flagged.",0,5,5938,5.764966740576496,train,Watch
Agri,175882.67,Standard KYC refresh completed this month.,0,3,5939,0.0,train,Watch
Credit Card,150688.17,Borrower confirmed employment status unchanged.,0,6,5940,1.1142061281337048,train,Watch
SME,26571.67,Standard KYC refresh completed this month.,0,1,5941,4.29769392033543,train,Watch
Agri,195210.83,"Business expansion noted, turnover trending up.",0,7,5942,0.0,train,Watch
Agri,129661.0,Borrower confirmed employment status unchanged.,0,3,5943,0.5107252298263534,train,Watch
Agri,123278.83,Borrower confirmed employment status unchanged.,0,5,5944,31.38093202223172,train,Elevated
Retail Personal,61706.67,Borrower confirmed employment status unchanged.,0,7,5945,4.29769392033543,train,Watch
Agri,90024.5,Standard KYC refresh completed this month.,0,1,5946,0.1779359430604982,train,Watch
SME,90418.67,Borrower confirmed employment status unchanged.,1,6,5947,31.38093202223172,train,Elevated
Retail Personal,18164.5,Standard KYC refresh completed this month.,1,8,5948,31.38093202223172,train,Elevated
Consumer Durable,72091.83,"RM flags declining GST turnover, down 33% over two quarters.",1,4,5949,40.9967845659164,train,Elevated
SME,217957.83,Standard KYC refresh completed this month.,0,6,5950,2.6530612244897958,train,Watch
Retail Personal,49512.67,Borrower reports 6 consecutive late payments this quarter.,1,7,5951,96.7948717948718,train,High
Credit Card,64303.17,"Routine review call completed, no material change flagged.",0,4,5952,2.922374429223744,train,Watch
Credit Card,113141.0,"Routine review call completed, no material change flagged.",0,3,5953,17.177914110429448,train,Watch
Retail Personal,62366.5,"Routine review call completed, no material change flagged.",1,6,5954,19.600499375780274,train,Watch
SME,54538.33,Standard KYC refresh completed this month.,0,4,5955,7.322654462242566,train,Watch
SME,132889.17,Repeated bounced auto-debit on the linked account this cycle.,1,8,5956,40.44526901669759,train,Elevated
Consumer Durable,58530.83,Standard KYC refresh completed this month.,0,8,5957,2.6530612244897958,train,Watch
Retail Personal,39000.0,RM notes irregular business income and rising informal borrowing.,1,5,5958,68.66666666666667,train,High
Retail Personal,27807.17,Standard KYC refresh completed this month.,0,2,5959,2.922374429223744,train,Watch
Consumer Durable,63108.17,RM notes irregular business income and rising informal borrowing.,1,3,5960,68.6046511627907,train,High
Retail Personal,88850.17,Standard KYC refresh completed this month.,0,4,5961,2.922374429223744,train,Watch
Credit Card,54318.17,"Business expansion noted, turnover trending up.",0,5,5962,7.322654462242566,train,Watch
Credit Card,222809.33,"Routine review call completed, no material change flagged.",0,4,5963,0.9950248756218906,train,Watch
Consumer Durable,178232.83,"RM flags declining GST turnover, down 36% over two quarters.",1,9,5964,46.0,train,Elevated
Retail Personal,27814.17,Standard KYC refresh completed this month.,0,1,5965,19.600499375780274,train,Watch
Retail Personal,14362.0,Standard KYC refresh completed this month.,0,8,5966,13.0859375,train,Watch
SME,98387.0,"Routine review call completed, no material change flagged.",0,8,5967,0.1779359430604982,train,Watch
Credit Card,21635.33,Borrower reports 4 consecutive late payments this quarter.,1,8,5968,96.7948717948718,train,High
Retail Personal,25375.33,"Routine review call completed, no material change flagged.",1,4,5969,32.454923717059636,train,Elevated
Consumer Durable,27338.33,Client mentioned cash flow stress and requested a payment holiday.,1,4,5970,86.51162790697674,train,High
Agri,101102.17,Client mentioned cash flow stress and requested a payment holiday.,0,7,5971,31.38093202223172,train,Elevated
Retail Personal,123730.67,Borrower confirmed employment status unchanged.,0,1,5972,31.38093202223172,train,Elevated
SME,59528.83,Borrower reports 1 consecutive late payments this quarter.,0,6,5973,19.600499375780274,train,Watch
Credit Card,31729.33,"RM flags declining GST turnover, down 24% over two quarters.",0,8,5974,58.06451612903227,train,Elevated
Retail Personal,9195.0,Repeated bounced auto-debit on the linked account this cycle.,0,7,5975,31.38093202223172,train,Elevated
Credit Card,164487.5,"Routine review call completed, no material change flagged.",0,8,5976,4.29769392033543,train,Watch
Credit Card,102121.83,"Routine review call completed, no material change flagged.",0,9,5977,0.0,train,Watch
Consumer Durable,48429.5,Client mentioned cash flow stress and requested a payment holiday.,0,3,5978,68.66666666666667,train,High
Retail Personal,23600.17,Borrower confirmed employment status unchanged.,0,8,5979,17.647058823529413,train,Watch
Retail Personal,24728.5,RM notes irregular business income and rising informal borrowing.,1,9,5980,90.32258064516128,train,High
Credit Card,49035.67,Standard KYC refresh completed this month.,0,9,5981,17.177914110429448,train,Watch
SME,48914.33,Standard KYC refresh completed this month.,0,8,5982,4.29769392033543,train,Watch
Retail Personal,23030.5,Standard KYC refresh completed this month.,0,6,5983,29.166666666666668,train,Watch
SME,65082.67,Standard KYC refresh completed this month.,1,5,5984,5.764966740576496,train,Watch
Consumer Durable,47512.5,"RM flags declining GST turnover, down 24% over two quarters.",0,2,5985,31.38093202223172,train,Elevated
Credit Card,34014.67,"Business expansion noted, turnover trending up.",0,5,5986,5.764966740576496,train,Watch
Credit Card,103481.17,Standard KYC refresh completed this month.,0,3,5987,0.1779359430604982,train,Watch
SME,104595.67,"Business expansion noted, turnover trending up.",0,8,5988,0.1779359430604982,train,Watch
Retail Personal,15260.0,RM notes irregular business income and rising informal borrowing.,0,8,5989,41.544117647058826,train,Elevated
Consumer Durable,46064.33,Standard KYC refresh completed this month.,0,5,5990,2.922374429223744,train,Watch
Agri,60207.17,Standard KYC refresh completed this month.,0,5,5991,0.9485094850948509,train,Watch
SME,75214.67,Standard KYC refresh completed this month.,0,6,5992,1.1142061281337048,train,Watch
Agri,88494.0,Borrower confirmed employment status unchanged.,1,6,5993,13.0859375,train,Watch
SME,27730.83,Borrower confirmed employment status unchanged.,1,8,5994,31.38093202223172,train,Elevated
SME,138690.33,Borrower confirmed employment status unchanged.,0,9,5995,2.922374429223744,train,Watch
Credit Card,45852.67,"Routine review call completed, no material change flagged.",0,7,5996,1.1142061281337048,train,Watch
SME,86336.67,"Routine review call completed, no material change flagged.",0,9,5997,31.38093202223172,train,Elevated
Agri,186722.67,Repeated bounced auto-debit on the linked account this cycle.,0,2,5998,40.9967845659164,train,Elevated
Agri,107365.17,"Routine review call completed, no material change flagged.",0,4,5999,0.0,train,Watch
Credit Card,37013.17,Borrower reports 3 consecutive late payments this quarter.,0,3,6000,40.9967845659164,train,Elevated
Consumer Durable,43254.67,Standard KYC refresh completed this month.,0,3,6001,24.342105263157894,train,Watch
SME,60264.0,Standard KYC refresh completed this month.,0,7,6002,1.1142061281337048,train,Watch
SME,56477.67,"Routine review call completed, no material change flagged.",0,3,6003,2.6530612244897958,train,Watch
Credit Card,57492.33,"Routine review call completed, no material change flagged.",0,5,6004,17.177914110429448,train,Watch
SME,24165.0,Borrower reports 1 consecutive late payments this quarter.,0,1,6005,31.38093202223172,train,Elevated
Retail Personal,48744.17,Repeated bounced auto-debit on the linked account this cycle.,1,3,6006,96.7948717948718,train,High
Agri,82982.17,"Routine review call completed, no material change flagged.",0,8,6007,0.5107252298263534,train,Watch
Retail Personal,30546.33,Standard KYC refresh completed this month.,1,1,6008,26.755852842809364,train,Watch
Credit Card,186393.67,Borrower confirmed employment status unchanged.,0,7,6009,2.922374429223744,train,Watch
SME,178943.5,Borrower confirmed employment status unchanged.,0,3,6010,1.1142061281337048,train,Watch
Credit Card,66616.0,Borrower confirmed employment status unchanged.,0,1,6011,0.9485094850948509,train,Watch
Agri,82715.33,Repeated bounced auto-debit on the linked account this cycle.,1,8,6012,31.38093202223172,train,Elevated
Credit Card,11363.0,RM notes irregular business income and rising informal borrowing.,0,5,6013,31.38093202223172,train,Elevated
SME,79305.83,"Routine review call completed, no material change flagged.",0,5,6014,0.5107252298263534,train,Watch
SME,189379.17,Borrower confirmed employment status unchanged.,0,6,6015,0.0,train,Watch
Retail Personal,49873.33,Repeated bounced auto-debit on the linked account this cycle.,0,8,6016,4.29769392033543,train,Watch
SME,84126.0,"Routine review call completed, no material change flagged.",1,6,6017,8.99581589958159,train,Watch
SME,297124.17,Borrower confirmed employment status unchanged.,0,4,6018,7.322654462242566,train,Watch
Credit Card,78338.17,"Routine review call completed, no material change flagged.",1,2,6019,13.0859375,train,Watch
Consumer Durable,6690.83,Repeated bounced auto-debit on the linked account this cycle.,0,9,6020,31.38093202223172,train,Elevated
Credit Card,12749.83,Client mentioned cash flow stress and requested a payment holiday.,0,8,6021,31.38093202223172,train,Elevated
Agri,63790.67,Borrower confirmed employment status unchanged.,0,3,6022,5.764966740576496,train,Watch
SME,169732.5,RM notes irregular business income and rising informal borrowing.,0,1,6023,2.6530612244897958,train,Watch
SME,151622.0,Standard KYC refresh completed this month.,0,8,6024,7.322654462242566,train,Watch
Retail Personal,99308.83,"Routine review call completed, no material change flagged.",0,5,6025,4.29769392033543,train,Watch
Retail Personal,65427.0,RM notes irregular business income and rising informal borrowing.,1,2,6026,41.544117647058826,train,Elevated
SME,251882.83,"RM flags declining GST turnover, down 33% over two quarters.",0,7,6027,41.544117647058826,train,Elevated
Retail Personal,104470.67,"Routine review call completed, no material change flagged.",0,6,6028,2.922374429223744,train,Watch
SME,137330.5,Standard KYC refresh completed this month.,1,5,6029,40.44526901669759,train,Elevated
Retail Personal,94126.0,RM notes irregular business income and rising informal borrowing.,1,3,6030,96.5909090909091,train,High
SME,22039.83,RM notes irregular business income and rising informal borrowing.,0,5,6031,19.600499375780274,train,Watch
SME,256957.33,Standard KYC refresh completed this month.,0,3,6032,0.1779359430604982,train,Watch
Consumer Durable,109252.5,Borrower confirmed employment status unchanged.,0,2,6033,32.454923717059636,train,Elevated
Consumer Durable,170038.5,"Routine review call completed, no material change flagged.",0,5,6034,31.38093202223172,train,Elevated
Agri,126533.33,"Routine review call completed, no material change flagged.",0,6,6035,4.29769392033543,train,Watch
SME,118426.83,Standard KYC refresh completed this month.,0,9,6036,0.0,train,Watch
Credit Card,46099.33,Standard KYC refresh completed this month.,0,1,6037,7.322654462242566,train,Watch
Credit Card,43841.33,Standard KYC refresh completed this month.,0,7,6038,5.128205128205128,train,Watch
Retail Personal,281288.0,Borrower confirmed employment status unchanged.,0,3,6039,0.1779359430604982,train,Watch
SME,86778.83,"Routine review call completed, no material change flagged.",0,9,6040,0.5107252298263534,train,Watch
Retail Personal,36123.83,"Routine review call completed, no material change flagged.",0,5,6041,15.178571428571427,train,Watch
SME,72036.67,RM notes irregular business income and rising informal borrowing.,0,2,6042,38.450704225352105,train,Elevated
Retail Personal,73688.17,Standard KYC refresh completed this month.,1,7,6043,8.99581589958159,train,Watch
Credit Card,76525.0,RM notes irregular business income and rising informal borrowing.,1,1,6044,96.7948717948718,train,High
SME,155497.0,Client mentioned cash flow stress and requested a payment holiday.,1,9,6045,68.66666666666667,train,High
Consumer Durable,61483.17,Standard KYC refresh completed this month.,1,5,6046,31.38093202223172,train,Elevated
Agri,433825.17,Borrower confirmed employment status unchanged.,0,1,6047,2.6530612244897958,train,Watch
Credit Card,121197.0,Client mentioned cash flow stress and requested a payment holiday.,0,9,6048,31.38093202223172,train,Elevated
Credit Card,36457.83,"RM flags declining GST turnover, down 29% over two quarters.",0,5,6049,65.625,train,Elevated
Agri,79920.67,Standard KYC refresh completed this month.,0,7,6050,1.1142061281337048,train,Watch
Credit Card,61116.5,Client mentioned cash flow stress and requested a payment holiday.,1,4,6051,100.0,train,High
SME,76724.17,Standard KYC refresh completed this month.,0,6,6052,2.6530612244897958,train,Watch
Credit Card,63488.67,RM notes irregular business income and rising informal borrowing.,0,3,6053,0.9950248756218906,train,Watch
Credit Card,36291.67,Borrower reports 6 consecutive late payments this quarter.,0,3,6054,68.6046511627907,train,High
SME,66640.83,Borrower reports 1 consecutive late payments this quarter.,0,9,6055,5.764966740576496,train,Watch
Agri,106282.5,"Routine review call completed, no material change flagged.",0,2,6056,0.9950248756218906,train,Watch
Consumer Durable,40078.17,Borrower confirmed employment status unchanged.,1,2,6057,13.0859375,train,Watch
SME,122495.5,Standard KYC refresh completed this month.,0,7,6058,3.5175879396984926,train,Watch
SME,164351.67,Borrower confirmed employment status unchanged.,0,7,6059,0.9485094850948509,train,Watch
SME,111628.0,Standard KYC refresh completed this month.,0,5,6060,2.922374429223744,train,Watch
Retail Personal,50580.83,Borrower confirmed employment status unchanged.,0,8,6061,19.600499375780274,train,Watch
SME,158600.0,RM notes irregular business income and rising informal borrowing.,0,6,6062,31.38093202223172,train,Elevated
Consumer Durable,7733.33,Client mentioned cash flow stress and requested a payment holiday.,0,1,6063,29.166666666666668,train,Watch
Retail Personal,66689.33,Borrower confirmed employment status unchanged.,0,2,6064,19.600499375780274,train,Watch
Retail Personal,40472.17,Standard KYC refresh completed this month.,0,2,6065,31.38093202223172,train,Elevated
Retail Personal,54625.67,"Routine review call completed, no material change flagged.",0,3,6066,0.1779359430604982,train,Watch
Agri,70178.67,Standard KYC refresh completed this month.,0,9,6067,2.6530612244897958,train,Watch
Credit Card,49188.0,Repeated bounced auto-debit on the linked account this cycle.,0,6,6068,2.922374429223744,train,Watch
Credit Card,39367.33,Standard KYC refresh completed this month.,0,3,6069,22.905027932960895,train,Watch
SME,127683.0,Borrower confirmed employment status unchanged.,0,9,6070,32.454923717059636,train,Elevated
Agri,63515.17,"Routine review call completed, no material change flagged.",0,4,6071,31.38093202223172,train,Elevated
Credit Card,34134.33,Client mentioned cash flow stress and requested a payment holiday.,0,3,6072,38.450704225352105,train,Elevated
Retail Personal,36000.0,Repeated bounced auto-debit on the linked account this cycle.,1,9,6073,40.44526901669759,train,Elevated
Credit Card,97151.83,Borrower confirmed employment status unchanged.,0,3,6074,0.9485094850948509,train,Watch
Agri,60785.33,Standard KYC refresh completed this month.,0,3,6075,19.600499375780274,train,Watch
Retail Personal,27631.83,Client mentioned cash flow stress and requested a payment holiday.,1,6,6076,83.92857142857143,train,High
SME,72297.17,Borrower confirmed employment status unchanged.,0,9,6077,8.99581589958159,train,Watch
Retail Personal,101944.67,Borrower reports 4 consecutive late payments this quarter.,1,3,6078,85.60606060606061,train,High
Agri,39356.5,RM notes irregular business income and rising informal borrowing.,0,1,6079,26.948051948051948,train,Watch
SME,66181.67,Client cleared prior dues ahead of schedule.,0,8,6080,8.99581589958159,train,Watch
SME,289278.17,Borrower reports 3 consecutive late payments this quarter.,1,9,6081,88.96103896103897,train,High
Credit Card,87000.0,"RM flags declining GST turnover, down 26% over two quarters.",0,3,6082,38.450704225352105,train,Elevated
Consumer Durable,154602.0,Borrower confirmed employment status unchanged.,0,9,6083,0.5107252298263534,train,Watch
Agri,49074.17,"Routine review call completed, no material change flagged.",1,9,6084,2.6530612244897958,train,Watch
Retail Personal,35243.33,"Routine review call completed, no material change flagged.",0,6,6085,8.99581589958159,train,Watch
Agri,114004.83,"Routine review call completed, no material change flagged.",0,8,6086,0.0,train,Watch
Retail Personal,291548.83,Standard KYC refresh completed this month.,0,5,6087,8.99581589958159,train,Watch
Consumer Durable,179802.5,"Routine review call completed, no material change flagged.",0,4,6088,1.1142061281337048,train,Watch
Credit Card,15150.0,"Routine review call completed, no material change flagged.",0,8,6089,2.6530612244897958,train,Watch
Consumer Durable,65786.83,"Routine review call completed, no material change flagged.",1,7,6090,31.38093202223172,train,Elevated
Retail Personal,79743.17,Borrower confirmed employment status unchanged.,0,1,6091,5.128205128205128,train,Watch
SME,189067.83,Borrower confirmed employment status unchanged.,0,3,6092,1.1142061281337048,train,Watch
SME,303107.5,Borrower confirmed employment status unchanged.,0,1,6093,0.0,train,Watch
SME,222422.17,Client mentioned cash flow stress and requested a payment holiday.,1,4,6094,96.7948717948718,train,High
Consumer Durable,32374.83,"Routine review call completed, no material change flagged.",0,6,6095,26.755852842809364,train,Watch
Consumer Durable,48000.0,RM notes irregular business income and rising informal borrowing.,0,6,6096,40.44526901669759,train,Elevated
SME,129304.67,"Business expansion noted, turnover trending up.",1,6,6097,8.99581589958159,train,Watch
Retail Personal,59707.67,"RM flags declining GST turnover, down 32% over two quarters.",0,1,6098,68.6046511627907,train,High
Retail Personal,35391.5,Borrower reports 2 consecutive late payments this quarter.,1,5,6099,43.34975369458128,train,Elevated
SME,48159.5,Client mentioned cash flow stress and requested a payment holiday.,1,8,6100,46.0,train,Elevated
Retail Personal,47701.33,Client mentioned cash flow stress and requested a payment holiday.,0,5,6101,62.96296296296296,train,Elevated
Consumer Durable,83048.0,RM notes irregular business income and rising informal borrowing.,0,1,6102,29.166666666666668,train,Watch
SME,137006.0,Borrower confirmed employment status unchanged.,1,6,6103,38.450704225352105,train,Elevated
SME,73269.5,Repeated bounced auto-debit on the linked account this cycle.,0,7,6104,2.6530612244897958,train,Watch
Consumer Durable,240477.5,Borrower reports steady GST turnover growth of 12% this quarter.,0,7,6105,0.0,train,Watch
Agri,62500.0,Client mentioned cash flow stress and requested a payment holiday.,1,8,6106,100.0,train,High
SME,61726.0,Standard KYC refresh completed this month.,0,4,6107,5.764966740576496,train,Watch
Credit Card,29821.5,"Routine review call completed, no material change flagged.",0,7,6108,8.99581589958159,train,Watch
Agri,107412.83,"Routine review call completed, no material change flagged.",0,4,6109,0.0,train,Watch
Agri,127004.17,Borrower reports 1 consecutive late payments this quarter.,0,7,6110,1.1142061281337048,train,Watch
Retail Personal,47088.33,"RM flags declining GST turnover, down 39% over two quarters.",1,5,6111,86.51162790697674,train,High
Credit Card,49613.83,Standard KYC refresh completed this month.,0,6,6112,0.9485094850948509,train,Watch
SME,105957.17,Borrower confirmed employment status unchanged.,0,6,6113,0.0,train,Watch
Retail Personal,139688.17,Borrower reports steady GST turnover growth of 22% this quarter.,0,1,6114,0.0,train,Watch
SME,249260.5,"RM flags declining GST turnover, down 37% over two quarters.",1,3,6115,68.6046511627907,train,High
Retail Personal,65852.17,"RM flags declining GST turnover, down 31% over two quarters.",1,2,6116,68.66666666666667,train,High
Retail Personal,11991.83,"Routine review call completed, no material change flagged.",0,9,6117,31.38093202223172,train,Elevated
Retail Personal,10883.33,Standard KYC refresh completed this month.,0,6,6118,0.9485094850948509,train,Watch
SME,108000.0,"Routine review call completed, no material change flagged.",1,2,6119,31.38093202223172,train,Elevated
Credit Card,45341.0,Standard KYC refresh completed this month.,0,8,6120,32.454923717059636,train,Elevated
Credit Card,32875.33,Standard KYC refresh completed this month.,0,6,6121,32.454923717059636,train,Elevated
Consumer Durable,41796.33,"Routine review call completed, no material change flagged.",0,9,6122,22.905027932960895,train,Watch
Consumer Durable,27104.33,"Routine review call completed, no material change flagged.",1,6,6123,40.9967845659164,train,Elevated
Retail Personal,171799.83,"Routine review call completed, no material change flagged.",0,1,6124,0.1779359430604982,train,Watch
SME,95606.83,"RM flags declining GST turnover, down 43% over two quarters.",0,1,6125,2.6530612244897958,train,Watch
SME,80359.33,"Routine review call completed, no material change flagged.",0,2,6126,2.6530612244897958,train,Watch
Consumer Durable,132863.33,Borrower confirmed employment status unchanged.,0,1,6127,4.29769392033543,train,Watch
SME,60958.83,Client cleared prior dues ahead of schedule.,0,8,6128,1.1142061281337048,train,Watch
SME,46409.17,"RM flags declining GST turnover, down 44% over two quarters.",0,9,6129,41.544117647058826,train,Elevated
Retail Personal,72266.0,Borrower confirmed employment status unchanged.,0,4,6130,2.6530612244897958,train,Watch
Consumer Durable,245165.0,"Routine review call completed, no material change flagged.",0,9,6131,0.0,train,Watch
SME,99416.67,Standard KYC refresh completed this month.,0,7,6132,8.99581589958159,train,Watch
Credit Card,33216.0,Standard KYC refresh completed this month.,0,5,6133,31.38093202223172,train,Elevated
Consumer Durable,43170.67,"Routine review call completed, no material change flagged.",1,1,6134,40.9967845659164,train,Elevated
Credit Card,219463.17,"Routine review call completed, no material change flagged.",0,7,6135,0.5107252298263534,train,Watch
Retail Personal,44780.83,Repeated bounced auto-debit on the linked account this cycle.,1,6,6136,73.95833333333334,train,High
SME,344098.17,Standard KYC refresh completed this month.,0,7,6137,15.178571428571427,train,Watch
Credit Card,22816.0,Client mentioned cash flow stress and requested a payment holiday.,0,6,6138,31.38093202223172,train,Elevated
Credit Card,148761.67,Borrower confirmed employment status unchanged.,0,7,6139,3.5175879396984926,train,Watch
Consumer Durable,74688.0,Standard KYC refresh completed this month.,0,5,6140,2.6530612244897958,train,Watch
Agri,166545.5,"Routine review call completed, no material change flagged.",0,4,6141,0.1779359430604982,train,Watch
SME,321432.33,Borrower reports 1 consecutive late payments this quarter.,1,7,6142,31.38093202223172,train,Elevated
Retail Personal,50624.5,Client mentioned cash flow stress and requested a payment holiday.,1,9,6143,46.0,train,Elevated
Agri,69383.83,Borrower confirmed employment status unchanged.,1,7,6144,31.38093202223172,train,Elevated
SME,254810.17,Standard KYC refresh completed this month.,0,1,6145,0.9485094850948509,train,Watch
Credit Card,57731.17,Borrower reports 6 consecutive late payments this quarter.,1,9,6146,100.0,train,High
Credit Card,56781.0,Borrower reports 6 consecutive late payments this quarter.,1,6,6147,99.12280701754386,train,High
